geoname_id,continent_code,continent_name,country_iso_code,country_name,subdivision_iso_code,subdivision_name,city_name,metro_code,time_zone
2417834,AF,Africa,GN,Guinea,MM,Mamou Prefecture,Mamou,,Africa/Conakry
908655,AF,Africa,ZM,Zambia,7,Southern Province,Macha,,Africa/Lusaka
2422442,AF,Africa,GN,Guinea,DB,Dabola,Dabola,,Africa/Conakry
2352776,AF,Africa,NG,Nigeria,FC,Federal Capital Territory,,,Africa/Lagos
2336589,AF,Africa,NG,Nigeria,TA,Taraba State,Jalingo,,Africa/Lagos
2338900,AF,Africa,NG,Nigeria,,,Ife,,Africa/Lagos
149606,AF,Africa,TZ,Tanzania,25,Tanga,Tanga,,Africa/Dar_es_Salaam
2418092,AF,Africa,GN,Guinea,LO,Lola,Lola,,Africa/Conakry
2416085,AF,Africa,GN,Guinea,BK,Boke Prefecture,Sangaredi,,Africa/Conakry
2400547,AF,Africa,GA,Gabon,8,Province de l' Ogooue-Maritime,Gamba,,Africa/Libreville
2346317,AF,Africa,NG,Nigeria,DE,Delta,Burutu,,Africa/Lagos
2331939,AF,Africa,NG,Nigeria,KO,Kogi State,Lokoja,,Africa/Lagos
187028,AF,Africa,KE,Kenya,,Homa Bay District,Mbita,,Africa/Nairobi
2235194,AF,Africa,CM,Cameroon,CE,Centre,Bafia,,Africa/Douala
2274465,AF,Africa,LR,Liberia,MO,Montserrado County,Paynesville,,Africa/Monrovia
2338999,AF,Africa,NG,Nigeria,RI,Rivers State,Ido,,Africa/Lagos
57289,AF,Africa,SO,Somalia,WO,Woqooyi Galbeed,Hargeysa,,Africa/Mogadishu
2595344,AF,Africa,NG,Nigeria,BY,Bayelsa State,,,Africa/Lagos
2347059,AF,Africa,NG,Nigeria,KE,Kebbi State,Birnin Kebbi,,Africa/Lagos
1016674,AF,Africa,ZA,South Africa,MP,Mpumalanga,Botshabelo,,Africa/Johannesburg
2330100,AF,Africa,NG,Nigeria,NI,Niger State,Minna,,Africa/Lagos
2420178,AF,Africa,GN,Guinea,GA,Gaoual Prefecture,Kalia,,Africa/Conakry
915086,AF,Africa,ZM,Zambia,7,Southern Province,Kalomo,,Africa/Lusaka
2302357,AF,Africa,GH,Ghana,CP,Central Region,Cape Coast,,Africa/Accra
2328151,AF,Africa,NG,Nigeria,CR,Cross River State,Obudu,,Africa/Lagos
935231,AF,Africa,RE,Réunion,,,Saint-Gilles-les Bains,,Indian/Reunion
935146,AF,Africa,RE,Réunion,,,Trois-Bassins,,Indian/Reunion
2566676,AF,Africa,NG,Nigeria,LA,Lagos,Alimosho,,Africa/Lagos
2325276,AF,Africa,NG,Nigeria,LA,Lagos,Oworonsoki,,Africa/Lagos
353229,AF,Africa,EG,Egypt,,,Al `Ashir min Ramadan,,Africa/Cairo
2337114,AF,Africa,NG,Nigeria,LA,Lagos,Isolo,,Africa/Lagos
2353151,AF,Africa,NG,Nigeria,AB,Abia State,Aba,,Africa/Lagos
2218970,AF,Africa,LY,Libya,ZA,Sha`biyat az Zawiyah,Az Zawiyah,,Africa/Tripoli
935255,AF,Africa,RE,Réunion,,,Sainte-Marie,,Indian/Reunion
935684,AF,Africa,RE,Réunion,,,La Riviere des Pluies,,Indian/Reunion
1024031,AF,Africa,YT,Mayotte,,,,,Indian/Mayotte
935681,AF,Africa,RE,Réunion,,,La Saline,,Indian/Reunion
935708,AF,Africa,RE,Réunion,,,La Montagne,,Indian/Reunion
935416,AF,Africa,RE,Réunion,,,Petite-Ile,,Indian/Reunion
935267,AF,Africa,RE,Réunion,,,Saint-Benoit,,Indian/Reunion
935223,AF,Africa,RE,Réunion,,,Saint-Louis,,Indian/Reunion
935916,AF,Africa,RE,Réunion,,,Entre-Deux,,Indian/Reunion
935386,AF,Africa,RE,Réunion,,,Piton Sainte-Rose,,Indian/Reunion
2561737,AF,Africa,MA,Morocco,AZI,Azilal Province,Afourer,,Africa/Casablanca
179330,AF,Africa,KE,Kenya,110,Nairobi Province,Thika,,Africa/Nairobi
2236568,AF,Africa,AO,Angola,UIG,Provincia do Uige,Uíge,,Africa/Luanda
956098,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Shelly Beach,,Africa/Johannesburg
988698,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Knysna,,Africa/Johannesburg
990873,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Kingsmead,,Africa/Johannesburg
964432,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Port Alfred,,Africa/Johannesburg
956767,AF,Africa,ZA,South Africa,MP,Mpumalanga,Secunda,,Africa/Johannesburg
996921,AF,Africa,ZA,South Africa,GP,Gauteng,Henley on Klip,,Africa/Johannesburg
1003763,AF,Africa,ZA,South Africa,FS,Orange Free State,Frankfort,,Africa/Johannesburg
968477,AF,Africa,ZA,South Africa,FS,Orange Free State,Odendaalsrus,,Africa/Johannesburg
1015250,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Buffalo,,Africa/Johannesburg
941939,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Warner Beach,,Africa/Johannesburg
946128,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Umkomaas,,Africa/Johannesburg
971387,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,New Germany,,Africa/Johannesburg
953781,AF,Africa,ZA,South Africa,GP,Gauteng,Soweto,,Africa/Johannesburg
958441,AF,Africa,ZA,South Africa,MP,Mpumalanga,Sabie,,Africa/Johannesburg
982899,AF,Africa,ZA,South Africa,NW,Province of North West,Lichtenburg,,Africa/Johannesburg
946973,AF,Africa,ZA,South Africa,LP,Limpopo,Tzaneen,,Africa/Johannesburg
3362671,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Pringle Bay,,Africa/Johannesburg
965528,AF,Africa,ZA,South Africa,LP,Limpopo,Phalaborwa,,Africa/Johannesburg
967106,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Oudtshoorn,,Africa/Johannesburg
984998,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Ladysmith,,Africa/Johannesburg
972787,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Mtunzini,,Africa/Johannesburg
996419,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Hilton,,Africa/Johannesburg
997255,AF,Africa,ZA,South Africa,MP,Mpumalanga,Hazyview,,Africa/Johannesburg
990825,AF,Africa,ZA,South Africa,MP,Mpumalanga,Kinross,,Africa/Johannesburg
3362485,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Riebeek-Kasteel,,Africa/Johannesburg
3364244,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Meadowridge,,Africa/Johannesburg
964712,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Plettenberg Bay,,Africa/Johannesburg
942069,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Walmer Heights,,Africa/Johannesburg
3364059,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Milnerton,,Africa/Johannesburg
3363222,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Ottery,,Africa/Johannesburg
3361934,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Saldanha,,Africa/Johannesburg
3359510,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Wellington,,Africa/Johannesburg
960360,AF,Africa,ZA,South Africa,FS,Orange Free State,Roodepoort,,Africa/Johannesburg
968442,AF,Africa,ZA,South Africa,MP,Mpumalanga,Ogies,,Africa/Johannesburg
3366945,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Hawston,,Africa/Johannesburg
949224,AF,Africa,ZA,South Africa,LP,Limpopo,Thohoyandou,,Africa/Johannesburg
3363018,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Parow,,Africa/Johannesburg
980595,AF,Africa,ZA,South Africa,NW,Province of North West,Mafikeng,,Africa/Johannesburg
949282,AF,Africa,ZA,South Africa,FS,Orange Free State,Theunissen,,Africa/Johannesburg
996918,AF,Africa,ZA,South Africa,FS,Orange Free State,Hennenman,,Africa/Johannesburg
946058,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Umtata,,Africa/Johannesburg
956878,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Scottburgh,,Africa/Johannesburg
3364346,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Malmesbury,,Africa/Johannesburg
964315,AF,Africa,ZA,South Africa,LP,Limpopo,Mokopane,,Africa/Johannesburg
956117,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Sheffield Beach,,Africa/Johannesburg
994858,AF,Africa,ZA,South Africa,GP,Gauteng,Inanda,,Africa/Johannesburg
1000937,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Gonubie,,Africa/Johannesburg
976885,AF,Africa,ZA,South Africa,LP,Limpopo,Messina,,Africa/Johannesburg
1023672,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Addo,,Africa/Johannesburg
1021086,AF,Africa,ZA,South Africa,MP,Mpumalanga,Barberton,,Africa/Johannesburg
3369179,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Caledon,,Africa/Johannesburg
945804,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Uvongo,,Africa/Johannesburg
3367559,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Gordon's Bay,,Africa/Johannesburg
940296,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Westville,,Africa/Johannesburg
1010962,AF,Africa,ZA,South Africa,FS,Orange Free State,Deneysville,,Africa/Johannesburg
975436,AF,Africa,ZA,South Africa,NW,Province of North West,Mmabatho,,Africa/Johannesburg
3362764,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Plumstead,,Africa/Johannesburg
3360687,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Table View,,Africa/Johannesburg
1000501,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Grahamstown,,Africa/Johannesburg
7910441,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Lakeside,,Africa/Johannesburg
996506,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Hillcrest,,Africa/Johannesburg
965441,AF,Africa,ZA,South Africa,NW,Province of North West,Phokeng,,Africa/Johannesburg
998279,AF,Africa,ZA,South Africa,LP,Limpopo,Haenertsburg,,Africa/Johannesburg
1021396,AF,Africa,ZA,South Africa,MP,Mpumalanga,Balfour,,Africa/Johannesburg
3367513,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Grabouw,,Africa/Johannesburg
3362324,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Roggebaai,,Africa/Johannesburg
1000543,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Graaff Reinet,,Africa/Johannesburg
3370352,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Atlantis,,Africa/Johannesburg
973537,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Mount Edgecombe,,Africa/Johannesburg
972772,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Mtwalume,,Africa/Johannesburg
935581,AF,Africa,RE,Réunion,,,L'Etang,,Indian/Reunion
1090397,AF,Africa,YT,Mayotte,,Bandrele,Bandrele,,Indian/Mayotte
1090467,AF,Africa,YT,Mayotte,,Boueni,Boueni,,Indian/Mayotte
935900,AF,Africa,RE,Réunion,,,Etang-Sale les Bains,,Indian/Reunion
935397,AF,Africa,RE,Réunion,,,Piton,,Indian/Reunion
935735,AF,Africa,RE,Réunion,,,La Chaloupe Saint-Leu,,Indian/Reunion
1090415,AF,Africa,YT,Mayotte,,Chirongui,Chirongui,,Indian/Mayotte
1090225,AF,Africa,YT,Mayotte,,Koungou,Koungou,,Indian/Mayotte
962419,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Rhodes,,Africa/Johannesburg
966189,AF,Africa,ZA,South Africa,GP,Gauteng,Parkview,,Africa/Johannesburg
2410758,AF,Africa,ST,São Tomé and Príncipe,,,,,Africa/Sao_Tome
3359021,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Wynberg,,Africa/Johannesburg
981117,AF,Africa,ZA,South Africa,GP,Gauteng,Lynnwood,,Africa/Johannesburg
1019330,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Bhisho,,Africa/Johannesburg
959103,AF,Africa,ZA,South Africa,GP,Gauteng,Rosslyn,,Africa/Johannesburg
955577,AF,Africa,ZA,South Africa,GP,Gauteng,Silverton,,Africa/Johannesburg
1005264,AF,Africa,ZA,South Africa,GP,Gauteng,Erasmia,,Africa/Johannesburg
3370147,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Belhar,,Africa/Johannesburg
975144,AF,Africa,ZA,South Africa,GP,Gauteng,Modderfontein,,Africa/Johannesburg
933521,AF,Africa,BW,Botswana,SE,South East District,Lobatse,,Africa/Gaborone
996060,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Hogsback,,Africa/Johannesburg
1106748,AF,Africa,MU,Mauritius,PW,Plaines Wilhems District,Ebene CyberCity,,Indian/Mauritius
1023332,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Alice,,Africa/Johannesburg
3368047,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Elsenburg,,Africa/Johannesburg
968043,AF,Africa,ZA,South Africa,GP,Gauteng,Onderstepoort,,Africa/Johannesburg
360706,AF,Africa,EG,Egypt,C,Muhafazat al Qahirah,Almazah,,Africa/Cairo
2491191,AF,Africa,DZ,Algeria,3,Wilaya de Laghouat,Laghouat,,Africa/Algiers
2491518,AF,Africa,DZ,Algeria,16,Wilaya d' Alger,Kouba,,Africa/Algiers
2503147,AF,Africa,DZ,Algeria,9,Wilaya de Blida,Bougara,,Africa/Algiers
3370903,AF,Africa,SH,Saint Helena,HL,Saint Helena,Jamestown,,Atlantic/St_Helena
2543063,AF,Africa,MA,Morocco,3,Taza-Al Hoceima-Taounate,Mansour,,Africa/Casablanca
934347,AF,Africa,MU,Mauritius,MO,Moka District,Le Reduit,,Indian/Mauritius
974532,AF,Africa,ZA,South Africa,GP,Gauteng,Monument Park,,Africa/Johannesburg
2246452,AF,Africa,SN,Senegal,SL,Saint-Louis,Saint-Louis,,Africa/Dakar
1005621,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Emerald Hill,,Africa/Johannesburg
3363882,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Muizenberg,,Africa/Johannesburg
3368101,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Elandsfontein,,Africa/Johannesburg
979011,AF,Africa,ZA,South Africa,GP,Gauteng,Maraisburg,,Africa/Johannesburg
935054,AF,Africa,SZ,Swaziland,MA,Manzini District,Kwaluseni,,Africa/Mbabane
1014489,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Butterworth,,Africa/Johannesburg
1003946,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Fort Cox,,Africa/Johannesburg
1105761,AF,Africa,ZA,South Africa,NW,Province of North West,Medunsa,,Africa/Johannesburg
956907,AF,Africa,ZA,South Africa,NW,Province of North West,Schweizer-Reneke,,Africa/Johannesburg
995094,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Humansdorp,,Africa/Johannesburg
968517,AF,Africa,ZA,South Africa,GP,Gauteng,Oberholzer,,Africa/Johannesburg
954161,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Somerset East,,Africa/Johannesburg
3362870,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Piketberg,,Africa/Johannesburg
999602,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Groot-Brakrivier,,Africa/Johannesburg
1004348,AF,Africa,ZA,South Africa,GP,Gauteng,Ferndale,,Africa/Johannesburg
965911,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Peninsula,,Africa/Johannesburg
3367931,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Faure,,Africa/Johannesburg
1009273,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Doornfontein,,Africa/Johannesburg
2372248,AF,Africa,GW,Guinea-Bissau,,,,,Africa/Bissau
3359552,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Waverley,,Africa/Johannesburg
932150,AF,Africa,LS,Lesotho,,,Roma,,Africa/Maseru
987650,AF,Africa,ZA,South Africa,NW,Province of North West,Kosmos,,Africa/Johannesburg
997344,AF,Africa,ZA,South Africa,GP,Gauteng,Hatfield,,Africa/Johannesburg
2328376,AF,Africa,NG,Nigeria,,,Obafemi,,Africa/Lagos
344979,AF,Africa,ET,Ethiopia,AA,Adis Abeba Astedader,Addis Ababa,,Africa/Addis_Ababa
934219,AF,Africa,MU,Mauritius,MO,Moka District,Pailles,,Indian/Mauritius
1039854,AF,Africa,MZ,Mozambique,L,Maputo,Matola,,Africa/Maputo
1020854,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Bathurst,,Africa/Johannesburg
150595,AF,Africa,TZ,Tanzania,6,Pemba North,Raha,,Africa/Dar_es_Salaam
2501465,AF,Africa,DZ,Algeria,42,Wilaya de Tipaza,Cheraga,,Africa/Algiers
3368962,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Darling,,Africa/Johannesburg
949357,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,The Rest,,Africa/Johannesburg
934570,AF,Africa,MU,Mauritius,PW,Plaines Wilhems District,Curepipe,,Indian/Mauritius
2322398,AF,Africa,NG,Nigeria,,,Tara,,Africa/Lagos
2455518,AF,Africa,ML,Mali,1,Kayes,Kayes,,Africa/Bamako
980148,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Majuba,,Africa/Johannesburg
359499,AF,Africa,EG,Egypt,GZ,Muhafazat al Jizah,Az Zamalik,,Africa/Cairo
2253441,AF,Africa,SN,Senegal,DK,Dakar,Camberene,,Africa/Dakar
1015459,AF,Africa,ZA,South Africa,GP,Gauteng,Brooklyn,,Africa/Johannesburg
3359520,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Welgemoed,,Africa/Johannesburg
943882,AF,Africa,ZA,South Africa,FS,Orange Free State,Virginia,,Africa/Johannesburg
974592,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Montclair,,Africa/Johannesburg
1023309,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Aliwal North,,Africa/Johannesburg
969770,AF,Africa,ZA,South Africa,GP,Gauteng,Noordheuwel,,Africa/Johannesburg
988356,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Kokstad,,Africa/Johannesburg
1014180,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Camperdown,,Africa/Johannesburg
2328684,AF,Africa,NG,Nigeria,EN,Enugu State,Nsukka,,Africa/Lagos
2472675,AF,Africa,TN,Tunisia,11,Gouvernorat de Tunis,Le Bardo,,Africa/Tunis
355549,AF,Africa,EG,Egypt,GZ,Muhafazat al Jizah,Imbabah,,Africa/Cairo
1020641,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Beaufort West,,Africa/Johannesburg
989052,AF,Africa,ZA,South Africa,GP,Gauteng,Kliprivier,,Africa/Johannesburg
963946,AF,Africa,ZA,South Africa,GP,Gauteng,Protea,,Africa/Johannesburg
991664,AF,Africa,ZA,South Africa,NC,Northern Cape,Kathu,,Africa/Johannesburg
946218,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Umdloti,,Africa/Johannesburg
965446,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Phoenix,,Africa/Johannesburg
995759,AF,Africa,ZA,South Africa,GP,Gauteng,Honeydew,,Africa/Johannesburg
3361943,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Saint Helena Bay,,Africa/Johannesburg
980845,AF,Africa,ZA,South Africa,MP,Mpumalanga,Machadodorp,,Africa/Johannesburg
2485801,AF,Africa,DZ,Algeria,30,Wilaya de Ouargla,Ouargla,,Africa/Algiers
2475785,AF,Africa,DZ,Algeria,29,Wilaya de Mascara,Tizi,,Africa/Algiers
2483668,AF,Africa,DZ,Algeria,48,Wilaya de Relizane,Relizane,,Africa/Algiers
351303,AF,Africa,EG,Egypt,BH,Beheira Governorate,Nasr,,Africa/Cairo
2352381,AF,Africa,NG,Nigeria,,,Adodo,,Africa/Lagos
2352848,AF,Africa,NG,Nigeria,DE,Delta,Aboh,,Africa/Lagos
2339150,AF,Africa,NG,Nigeria,ON,Ondo State,Idanre,,Africa/Lagos
2326171,AF,Africa,NG,Nigeria,ON,Ondo State,Ondo,,Africa/Lagos
2319908,AF,Africa,NG,Nigeria,KD,Kaduna State,Ungwan Madaki,,Africa/Lagos
7081212,AF,Africa,NG,Nigeria,ED,Edo,Igueben,,Africa/Lagos
1069166,AF,Africa,MG,Madagascar,,Vakinankaratra Region,Antsirabe,,Indian/Antananarivo
1064890,AF,Africa,MG,Madagascar,,Upper Matsiatra,Fianarantsoa,,Indian/Antananarivo
337996,AF,Africa,ET,Ethiopia,,,,,Africa/Addis_Ababa
1028434,AF,Africa,MZ,Mozambique,Q,Provincia de Zambezia,Quelimane,,Africa/Maputo
1049261,AF,Africa,MZ,Mozambique,B,Manica Province,Chimoio,,Africa/Maputo
956785,AF,Africa,ZA,South Africa,GP,Gauteng,Sebokeng,,Africa/Johannesburg
984185,AF,Africa,ZA,South Africa,GP,Gauteng,Laudium,,Africa/Johannesburg
2374775,AF,Africa,GW,Guinea-Bissau,,,Bissau,,Africa/Bissau
3347762,AF,Africa,AO,Angola,HUI,Huila Province,Lubango,,Africa/Luanda
897045,AF,Africa,ZM,Zambia,6,North-Western Province,Solwezi,,Africa/Lusaka
53654,AF,Africa,SO,Somalia,BN,Banaadir,Mogadishu,,Africa/Mogadishu
910111,AF,Africa,ZM,Zambia,7,Southern Province,Livingstone,,Africa/Lusaka
1005739,AF,Africa,ZA,South Africa,GP,Gauteng,Elsburg,,Africa/Johannesburg
979692,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Malvern,,Africa/Johannesburg
967511,AF,Africa,ZA,South Africa,FS,Orange Free State,Oranjeville,,Africa/Johannesburg
180646,AF,Africa,KE,Kenya,,Kwale District,Sawa Sawa,,Africa/Nairobi
178922,AF,Africa,KE,Kenya,,Kakamega District,Turbo,,Africa/Nairobi
1014012,AF,Africa,ZA,South Africa,MP,Mpumalanga,Carolina,,Africa/Johannesburg
2327615,AF,Africa,NG,Nigeria,LA,Lagos,Ogudu,,Africa/Lagos
1106824,AF,Africa,MU,Mauritius,PW,Plaines Wilhems District,Saint Jean,,Indian/Mauritius
7595661,AF,Africa,RW,Rwanda,1,Kigali,Nyarugunga,,Africa/Kigali
942470,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Vryheid,,Africa/Johannesburg
1018673,AF,Africa,ZA,South Africa,NW,Province of North West,Bloemhof,,Africa/Johannesburg
945260,AF,Africa,ZA,South Africa,FS,Orange Free State,Vaalpark,,Africa/Johannesburg
1004962,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Estcourt,,Africa/Johannesburg
939455,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Winklespruit,,Africa/Johannesburg
1033356,AF,Africa,MZ,Mozambique,N,Nampula,Nampula,,Africa/Maputo
1028918,AF,Africa,MZ,Mozambique,P,Cabo Delgado Province,Pemba,,Africa/Maputo
1026014,AF,Africa,MZ,Mozambique,T,Tete,Tete,,Africa/Maputo
921772,AF,Africa,KM,Comoros,G,Grande Comore,Moroni,,Indian/Comoro
950933,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Swartkops,,Africa/Johannesburg
2427123,AF,Africa,TD,Chad,CB,Chari-Baguirmi Region,N'Djamena,,Africa/Ndjamena
1090304,AF,Africa,YT,Mayotte,,,Tsararano,,Indian/Mayotte
2249028,AF,Africa,SN,Senegal,KD,Kolda,Madina Kokoun,,Africa/Dakar
354503,AF,Africa,EG,Egypt,SHR,Eastern Province,Kafr ash Shaykh,,Africa/Cairo
415561,AF,Africa,EG,Egypt,C,Muhafazat al Qahirah,Badr,,Africa/Cairo
1090322,AF,Africa,YT,Mayotte,,Chiconi,Chiconi,,Indian/Mayotte
3362024,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Rosebank,,Africa/Johannesburg
2330003,AF,Africa,NG,Nigeria,RI,Rivers State,Mogho,,Africa/Lagos
2255415,AF,Africa,CG,Republic of the Congo,13,Sangha,Pointe Noire,,Africa/Brazzaville
